ID,Majority protein IDs,Gene_name_canonical,Nov27_clusters
3724,Q658J0;A0A024R3V5;A0A024R3V7;Q9GZT8;E7EXA3;Q6X734,NIF3L1,mitochondrion
3725,Q86X76;B7Z410;B2R8D1,NIT1,mitochondrion
3726,V9HW91;Q9NQR4,NIT2,mitochondrion
3727,Q32Q12;J3KPD9;Q6FHN3;P22392,NME2,mitochondrion
3728,P55786;E9PLK3;B7Z1H4,NPEPPS,mitochondrion
3729,V9HWF3;Q8TCD5;A0A384NYP3;J3KRC4;J3KSX6,NT5C,mitochondrion
3730,Q969T7,NT5C3B,cytosol
3731,Q8WZ82,OVCA2,mitochondrion
3732,D3DSW3;O94903;A8K520;B3KMP6;E5RG77,PLPBP,mitochondrion
3733,V9HW45;Q53FP0;Q9NVS9;J3QQZ9;J3QQV6,PNPO,mitochondrion
3734,V9HWF5;A8K486;P62937;B2RE56;B4DM82;F8WE65;C9J5S7,PPIA,cytosol
3735,Q6GMV3,PTRHD1,mitochondrion
3736,A0A140VKA9;P09417;B7Z415;D6RGG7,QDPR,mitochondrion
3737,B2RAR3;Q9BXR0,QTRT1,mitochondrion
3738,O60518;B4DTX6,RANBP6,mitochondrion
3739,Q9Y3B8;H0YGR4;F5GYG5,REXO2,mitochondrion
3740,Q969G6;A0A024R275,RFK,cytosol
3741,Q6NZ61;A8K005;A0A090N900;Q15382;C9J931,RHEB,cytosol
3742,Q0D2N8;Q6SZW1;Q05B42;B4DXM0,SARM1,mitochondrion
3743,Q9BVL4;A0A087X0Q9;Q6ICA4,SELENOO,mitochondrion
3744,A0A024R012;Q9NXA8;A0A7P0T915;A0A7P0TBF5;A0A7P0TA05;A0A7P0T9X1;A0A7P0Z490;A0A7P0T877;A0A7P0Z4N6;A0A7P0Z4F6,SIRT5,mitochondrion
3745,Q15506;A0A172Q397;Q05D07,SPA17,cytosol
3746,Q9NWX6;Q9H8R6;B4E366,THG1L,mitochondrion
3747,O75962;A0A2X0SFJ0;D3DTD2;E7EWP2;E7EPJ7;F5H228;B4E3M5,TRIO,mitochondrion
3748,Q9H3H1;Q53F11;Q3T7C7;S4R2Z0;Q3T7C5;I6L9K0,TRIT1,mitochondrion
3749,A0A024R7I5;Q9NXH9;A8K8L2;K7EQQ8;A0A024R7G3,TRMT1,mitochondrion
3750,Q32P41,TRMT5,mitochondrion
3751,A8K5J1;P11172;B5LY71;B5LY64;B5LY69;B5LY70;E9PFD2;B5LY67,UMPS,cytosol
3752,Q96K76,USP47,cytosol
3753,Q9HAR2;H0Y9K5,ADGRL3,plasma_membrane
3754,G1UI22;A8MQ02,AFDN,plasma_membrane
3755,P24588,AKAP5,plasma_membrane
3756,O00192;E9PDC3;C9JJX6,ARVCF,plasma_membrane
3757,A0A024R926;Q9H246;A0A3B3ITU3,C1orf21,plasma_membrane
3758,A1L170;F8W6W0,C1orf226,plasma_membrane
3759,Q8NFZ8,CADM4,plasma_membrane
3760,A0A140VKD5;Q8NCB2;B2RDF9;B4DM24;A0A024R2U2,CAMKV,plasma_membrane
3761,B2RTQ5;A0A140VJN1;Q5VZK9;A0A0U1RQQ1,CARMIL1,plasma_membrane
3762,D3XNU5;A0A0U2ZQU7;A0A0E3XJU3;P12830;Q9UII7;B3GN61;A5D8W4;H3BNC6,CDH1,plasma_membrane
3763,A0A140VK09;Q99828,CIB1,plasma_membrane
3764,X5D8X9,CNTNAP2,plasma_membrane
3765,Q86YQ8;E7ENV7;Q8N7E6,CPNE8,plasma_membrane
3766,A0A5H1ZRP8;A0A075B6G3;P11532;A0A087WV90;A0A5H1ZRQ1;A0A5H1ZRP7;Q14205;A0A5H1ZRR9,DMD,plasma_membrane
3767,E7EVB6;O60941;Q1I0L3;B7Z6A9;E9PEY4;B7Z202,DTNB,plasma_membrane
3768,Q7L9B9,EEPD1,plasma_membrane
3769,Q9H2F5;A0A590UJN0,EPC1,plasma_membrane
3770,X5DNK3;P04626;B4DTR1;J3QLU9,ERBB2,plasma_membrane
3771,A0A0U1RRB6;Q9Y2D4;J3QT38,EXOC6B,plasma_membrane
3772,A8MVW0,FAM171A2,plasma_membrane
3773,Q53F51;O43427;E9PSD3,FIBP,plasma_membrane
3774,Q96PY5;C9IZY8,FMNL2,actin_cytoskeleton
3775,Q5SZK8,FREM2,plasma_membrane
3776,A8K6L3;Q9BZ67;E9PS62,FRMD8,plasma_membrane
3777,Q9Y692;B2RCN8,GMEB1,plasma_membrane
3778,P19086;Q8IY73;B4DEJ3,GNAZ,plasma_membrane
3779,Q9Y625;B4E2M1,GPC6,plasma_membrane
3780,P56199;B4DTY8,ITGA1,plasma_membrane
3781,A0A024R9M3;A0A3B3ISV5;Q8N9N7;H3BSW0,LRRC57,plasma_membrane
3782,Q6NUK7,LYN,plasma_membrane
3783,P55082,MFAP3,plasma_membrane
3784,O75121,MFAP3L,plasma_membrane
3785,Q53FE5;Q9NVZ3;B4DUR7;F6SKB8;D6RB24,NECAP2,plasma_membrane
3786,Q9UM47,NOTCH3,Golgi
3787,B6ETL5;A0A024R397;Q96RD7,PANX1,plasma_membrane
3788,Q9NVD7;B7Z952,PARVA,plasma_membrane
3789,Q9HBI1;A0A087WZB5,PARVB,plasma_membrane
3790,Q9NR12,PDLIM7,plasma_membrane
3791,O14939;Q86YQ7,PLD2,plasma_membrane
3792,G5EKE5,PPFIBP1-ALK,plasma_membrane
3793,Q96L52;Q7L7W2;Q13362;H0YJ75;Q96B13,PPP2R5C,cytosol
3794,Q6ZT73,Q6ZT73[p],plasma_membrane
3795,A0A2X0U2N0;Q15311;Q59E87;Q5GJ68,RALBP1,actin_cytoskeleton
3796,Q6PJF5,RHBDF2,plasma_membrane
3797,Q15404;Q32Q10;B0YJ73,RSU1,plasma_membrane
3798,P18827,SDC1,plasma_membrane
3799,Q4LE41;Q92854;A0A024R243,SEMA4D,plasma_membrane
3800,A0A2R8Y4H2;Q9UH03;B1AHR1,SEPTIN3,plasma_membrane
3801,Q9UQ13;X6RI37,SHOC2,plasma_membrane
3802,Q99624;A0A087X1Q4;A0A087X175;B7Z1R3,SLC38A3,plasma_membrane
3803,X5D9C4;Q59EV7;P48029;X5D2U0;X5D7P6;X5DR98;D3DWV2,SLC6A8,plasma_membrane
3804,B7Z589;B7Z3W8;P48067,SLC6A9,plasma_membrane
3805,B2RAH2;P19634;B4DTZ6,SLC9A1,plasma_membrane
3806,Q9H2K8;A8K0J3;G3V1Q8;B3KPH9,TAOK3,plasma_membrane
3807,A7E244;Q9BXI6;B7ZVY9;B5MD46;B3KSB3,TBC1D10A,plasma_membrane
3808,Q9ULP9;H3BV07;A0A2R8Y518;A0A0D9SFR5,TBC1D24,plasma_membrane
3809,Q96BS2;E9PQ58,TESC,plasma_membrane
3810,P36406;A8K9U9,TRIM23,plasma_membrane
3811,Q86TV6,TTC7B,plasma_membrane
3812,A0A5C2GRJ2,A0A5C2GRJ2[p],spindle
3813,D6REL5;Q6UWZ7,ABRAXAS1,spindle
3814,B2RBC1;A0A0S2Z4X0;Q9Y4X0;A0A0S2Z4V0;B3KMF2,AMMECR1,spindle
3815,A0A024RAG1;Q6DCA0;A0A7P0T8F5;A0A7P0T9C2,AMMECR1L,spindle
3816,A0A024R7L2;Q9NWV8;M0R0I0;M0R3F4;M0R2A4;M0R2K3,BABAM1,spindle
3817,Q9NXR7;Q6ZWH1;F8W733,BABAM2,spindle
3818,Q6P5Z4;P56945;D3DUK1;B2RBL9;A0A2R8Y4C2,BCAR1,spindle
3819,P46736;H9KVA9;D3DWY6;X6RJS7,BRCC3,cytosol
3820,O43709;Q75ME3,BUD23,nucleus
3821,Q6IQ19,CCSAP,nucleus
3822,E9PNW4;A0A2U3TZL5;Q6FHM9;P13987;A0A3G2LMK5;A0A3G2LMK3;A0A3G2LMJ8;H0YET2,CD59,ER
3823,Q9C0F1,CEP44,spindle
3824,Q9Y6A4;B4DN94,CFAP20,spindle
3825,O14757;E7EPP6;B4DT73,CHEK1,spindle
3826,O95639;C9K0K2;H7C419;H7C016,CPSF4,spindle
3827,A0A024R6Z0;O43237;B4DHD8;B4E2E0,DYNC1LI2,mixed
3828,B0I1S0;Q8NCM8,DYNC2H1,spindle
3829,Q8TCX1;H7BYC8,DYNC2LI1,mixed
3830,A8K9X5;Q9UNN5;B1ANM7;B3KT28;B4DEJ6,FAF1,nucleus
3831,A0A0D9SEJ5;F5GY05;Q96EK7;B4DG54;B4DSS4,FAM120B,spindle
3832,Q9H4H8;A0A087WXK8,FAM83D,spindle
3833,B2RB17;Q9UKT4,FBXO5,nucleus
3834,Q6UN15,FIP1L1,spindle
3835,D3DR40;Q70Z53,FRA10AC1,nucleus
3836,Q5T7V8,GORAB,spindle
3837,A0A024RDU9;P13984,GTF2F2,spindle
3838,V9HW73;Q9H0R4;K7ER15;K7EMY7,HDHD2,spindle
3839,O75330;B4DZK6;Q6PG44;Q6NSC0;Q05DM0,HMMR,spindle
3840,Q8TBB5,KLHDC4,spindle
3841,Q14657,LAGE3,spindle
3842,Q96GA3,LTV1,spindle
3843,B4E2X3;C4B4C6;Q8N6R0;B3KNI0,METTL13,mixed
3844,A0A024RBV4;O15344;A8K5A0;B4DLX8;C9J453;B7Z5K6,MID1,spindle
3845,Q6NTE8;E5RJC6;B7Z1T6;E5RI52,MRNIP,mixed
3846,Q9Y314,NOSIP,mixed
3847,A0A024R6R3;Q9Y5N6;Q9H806;H3BTQ7,ORC6,spindle
3848,Q5T2D3,OTUD3,nucleus
3849,Q6IBA2;Q59G24;P53999;B7Z1Z0,PC4,spindle
3850,Q9BRP1,PDCD2L,spindle
3851,A0A0A0MQS0;A8MW92;A0A0A8K9A6;E9PM57,PHF20L1,spindle
3852,A0A7P0Z4K4;A0A024R1C1;Q13356;A0A7P0TA15;A0A7P0TB19;A8K0I0;A0A7P0T843;A0A7P0TBL3,PPIL2,nucleus
3853,Q8WUA2;Q6P392;Q32Q83,PPIL4,spindle
3854,Q9Y620;A8K322;Q9UF71,RAD54B,spindle
3855,O60930;E5KN15,RNASEH1,spindle
3856,A0A140VJT9;Q8WVD3;J3KSI2,RNF138,nucleus
3857,B4DXL5;B2RB99;A0A0A0MQR2;Q9BY42;A2A2L5,RTF2,spindle
3858,Q6IQ49,SDE2,spindle
3859,Q15464,SHB,spindle
3860,A0A024R294;Q96BD8,SKA1,spindle
3861,Q8IX90,SKA3,spindle
3862,Q9H5V9;D3DSW1,STEEP1,spindle
3863,A0A384MTX4;A0A1W2PPZ5;P23193;B7Z4W0;A0A1W2PRL9,TCEA1,spindle
3864,Q9UJK0,TSR3,spindle
3865,O75386;F5H7B9;B7Z1E7,TULP3,spindle
3866,A0A024R7R0;Q96RL1;A0A024R7S2,UIMC1,spindle
3867,A0A1B0GUS7;I6L9J0;F8W8M9,UNC13B,spindle
3868,Q9UPT9,USP22,spindle
3869,Q96H79,ZC3HAV1L,mixed
3870,O60232;H0YEB6;G3V1B8,ZNRD2,recycling_endosome
3871,A0A024R029;Q9ULW3,ABT1,nucleolus
3872,Q9UPS8;A1L497,ANKRD26,nucleus
3873,A0A7P0Z4R7;A0A7P0Z491;Q8IZT6;A0A7P0T8U9,ASPM,nucleolus
3874,B2RAN0;P54132;A0A7P0TBM9;A0A3B3IT82;H0YNU5;B7ZKN7;B7Z2X2,BLM,nucleolus
3875,Q9H8G2;A0A3B3ISJ3;B4DUP7,CAAP1,nucleus
3876,A0A024R6K1;O75909;G3V5E1;G3V2Q3,CCNK,nucleolus
3877,Q12834;B4E1H5,CDC20,nucleus
3878,Q14004;A0A024RA85;A0A2R8Y4Z0,CDK13,translation
3879,Q9UFW8;C9JUJ0,CGGBP1,nucleolus
3880,Q13206;E9PIF2;Q59EC7;B4DKX3;Q86VR6;A0A3B3ISR7,DDX10,nucleolus
3881,Q9GZR7;G3V529;Q59FS7;F5GYL3;A0A1W2PRR2;A0A087WXU8;Q7Z4X3;B4DGI6,DDX24,nucleolus
3882,Q8WYQ5;Q53GY5,DGCR8,nucleolus
3883,Q9H8V3,ECT2,nucleolus
3884,Q01780;B4DKG8;B4DFE4,EXOSC10,nucleolus
3885,Q17RS7;Q8N1H6,GEN1,nucleolus
3886,Q13823;Q5T0F3,GNL2,nucleolus
3887,A0A024R2Z6;Q9BVP2,GNL3,nucleolus
3888,Q9NYZ3;B4DZT6;A0A024R4V8,GTSE1,nucleolus
3889,Q4G0J3;D6RFF0;H0YA82,LARP7,nucleolus
3890,Q9BX40,LSM14B,p-body
3891,Q9NYL2,MAP3K20,nucleolus
3892,Q15648;B2RAG9;B4DSK7,MED1,translation
3893,Q7L2J0;A8K5Q1,MEPCE,nucleolus
3894,A3F769;O15226;Q6NUN2;A3F768;A2I829,NKRF,nucleolus
3895,V9GYY5;A0A024R1M6;Q9UGY1;B4DGP7,NOL12,nucleolus
3896,Q5C9Z4,NOM1,nucleolus
3897,B4DLM8;O15381;B4DQJ4,NVL,nucleolus
3898,Q8WUB8;S5FZ81;S5FMB0;S5FQ49,PHF10,nucleolus
3899,E9PJ24;B7ZM65;F8WEF5;B7ZM66;A0A0J9YYB5;A0A0J9YWD5;A0A024RCA1;Q9P1Y6;A0A0J9YX88,PHRF1,nucleus
3900,Q86V59,PNMA8A,nucleolus
3901,Q99575;Q96F88,POP1,nucleolus
3902,A0A024QZY5;Q13523;H0YDJ3,PRPF4B,nucleolus
3903,Q53FW9;A0A024RBH5;Q13610;Q9BV37;B4DJV5,PWP1,nucleus
3904,Q7Z6E9;A0A2R8Y880,RBBP6,nucleolus
3905,O94761;X2JEV0;A0A087X072,RECQL4,nucleus
3906,A5YM55;A0A024R8M9;O94762;B7Z8Y7;Q8WYH5;Q9BW80,RECQL5,nucleolus
3907,P78346;Q5VU10;Q5VU11;B4DJR3,RPP30,nucleus
3908,Q6PCB5,RSBN1L,nucleolus
3909,O43290;B4DDH9,SART1,nucleolus
3910,A0A024QZH6;Q9H7N4,SCAF1,nucleolus
3911,Q96T21;B4DZC7;B4DR97;A0A1S5UZH3,SECISBP2,nucleolus
3912,Q9H4L4;A0A087X0R7,SENP3,nucleus
3913,F8W8D3;Q53XR2;Q14493;B3KST9;E7EUV9;H7C4H8;H0YAE8;B4DUW7,SLBP,nucleolus
3914,O95391;B2RBA0,SLU7,nucleolus
3915,Q8ND04,SMG8,nucleolus
3916,P18583,SON,nucleus
3917,A0A024R101;Q86XZ4,SPATS2,nucleolus
3918,A0A024R3V0;Q9NUQ6;B8ZZZ7,SPATS2L,translation
3919,Q96SB4;A8K8B2;H3BLV9;A0A024RCU9,SRPK1,nucleolus
3920,A0A024R704;P78362,SRPK2,nucleolus
3921,Q12962;A0A087WWP5,TAF10,nucleolus
3922,Q6P1X5;A0A024R9E6,TAF2,nucleolus
3923,Q7Z7C8;B4DZU5,TAF8,nucleolus
3924,Q9UPQ9,TNRC6B,nucleolus
3925,Q96GM8,TOE1,nucleolus
3926,Q7Z2T5;B2R713;B4DXX1,TRMT1L,nucleolus
3927,Q9Y5T5;B4DUS4,USP16,nucleolus
3928,A0A0C4DGZ1;Q8N5P1;Q53RD8,ZC3H8,nucleolus
3929,O43306,ADCY6,plasma_membrane
3930,Q96HN2,AHCYL2,plasma_membrane
3931,Q8IVF2,AHNAK2,plasma_membrane
3932,Q6PG46,AKAP5,plasma_membrane
3933,B7Z3C7;A0A2X0SSH0;Q15052;Q8N4Q3,ARHGEF6,mixed
3934,B3KW93,ATP1A4,mixed
3935,Q5T2W9;Q96HA4;A0A024R082,C1orf159,early_endosome
3936,Q9BTV7,CABLES2,plasma_membrane
3937,A0A0S2Z3C7;P25942;A0A0S2Z349,CD40,plasma_membrane
3938,H0YLY0;Q86TR8,CDC42BPB,actin_cytoskeleton
3939,Q4KMG0;E9PN78,CDON,plasma_membrane
3940,Q9HCU4,CELSR2,plasma_membrane
3941,A0A0A0N0N2;P26992;B3KXJ2;Q5T8H6,CNTFR,plasma_membrane
3942,Q6UVK1,CSPG4,plasma_membrane
3943,O95196;B7Z2E0,CSPG5,plasma_membrane
3944,A0A0J9YYF7;Q86T65,DAAM2,mixed
3945,B2RAW0;A0A024R036;P98082,DAB2,plasma_membrane
3946,A0A0U1RQW6;Q9Y2E4;E7EPU2,DIP2C,plasma_membrane
3947,Q5HYD7,DKFZp686K101,plasma_membrane
3948,A0A2X0SFZ7;Q9H7D0;D3DSS6;Q5H9P3,DOCK5,plasma_membrane
3949,A0A0U1RQJ2,DST,plasma_membrane
3950,B4DLA1;A0A024R0S6;Q9NZN4;B3KUH4;Q8NCJ3,EHD2,plasma_membrane
3951,Q9NZN3,EHD3,plasma_membrane
3952,Q9NVM1,EVA1B,plasma_membrane
3953,Q6ICT6;Q59FU8;P25445;A0A1B0QZF0;Q8IUB7;S5PSV7;Q8IUB6;S5PZ57,FAS,plasma_membrane
3954,Q9NZ56,FMN2,plasma_membrane
3955,Q13585,GPR50,plasma_membrane
3956,A0A0S2Z6M9;A0A7P0TAP6;A0A7P0Z4L0,HYCC1,plasma_membrane
3957,P23677;C9JC74,ITPKA,plasma_membrane
3958,A0A024RBJ2;Q9H3F6,KCTD10,actin_cytoskeleton
3959,A0A024R4I8;Q9NT99;A2VDK1;A0PJJ4;M0R2G0,LRRC4B,plasma_membrane
3960,A0A384N5V6;A0A384MDX2;Q6P9F7;A0A7I2RK03,LRRC8B,plasma_membrane
3961,Q13233,MAP3K1,mixed
3962,P08582,MELTF,plasma_membrane
3963,Q8TD10;A8K735;Q4G0U7;G5EA54;Q49AL5;A0A0S2Z5W3,MIPOL1,plasma_membrane
3964,Q15223,NECTIN1,plasma_membrane
3965,Q92823;A0A1S5UZH4;Q14CA1;C9JYY6;F8W775;B7Z670;Q4KMQ7;A0A087X2B3,NRCAM,plasma_membrane
3966,Q9BYG5,PARD6B,plasma_membrane
3967,Q9Y5J5,PHLDA3,plasma_membrane
3968,Q9NQ66;A0A087WT80;A0A087WW73;A0A1B0GWB6;A0A0D9SG17;A0A0D9SF51;B4DRC6;B3KXN8;H0YCJ2,PLCB1,plasma_membrane
3969,A0A7P0MRI8;Q15147,PLCB4,plasma_membrane
3970,B3KRC4;E5RJ29;Q9NYI0;D3DSQ2,PSD3,plasma_membrane
3971,Q96JH8;B7Z3T0;B7Z2I1,RADIL,plasma_membrane
3972,Q9HBH0;A8K0B7;F5GXB1,RHOF,plasma_membrane
3973,Q9HCK4;F8W703;R4GMM8;B4DVQ1;A0A087WWM5;F8WBR3;Q8NCE6,ROBO2,plasma_membrane
3974,H7C215;H7C0V4;Q9BZR6,RTN4R,plasma_membrane
3975,P60903;Q6FGE5;D3DV26,S100A10,plasma_membrane
3976,B4DIN4;A0A0S2Z4U3;D3DPN2;O75056,SDC3,plasma_membrane
3977,F8W6X9;A0A087WTQ6;Q7Z5N4,SDK1,plasma_membrane
3978,X5DNA9;Q99719;E7EX32;E7EQM7,SEPTIN5,plasma_membrane
3979,B3KY47;A0A2R8Y5P9;Q8TF72;B4E244,SHROOM3,14-3-3_scaffold
3980,A0A024R151;Q8WWI5,SLC44A1,plasma_membrane
3981,A0A087X165;Q9C0H9;A0A087WVV7;A0A590UJ70,SRCIN1,plasma_membrane
3982,O43581;A0A024R520,SYT7,plasma_membrane
3983,Q13829,TNFAIP1,plasma_membrane
3984,H0YLN8;A0A024R5V1;Q96QT4,TRPM7,plasma_membrane
3985,Q9ULT0;G5E9G4;B3KPK7;Q6P0M3,TTC7A,plasma_membrane
3986,P50607;E9PQR4;B4DE99;Q96JS0,TUB,plasma_membrane
3987,C9JG97;C9JEH3;Q13685;C9JTS3,AAMP,cytosol
3988,Q9P0M2;F5GXD1,AKAP7,cytosol
3989,Q8IZ83;B4DVV1;F5H4B6;B4DQ15,ALDH16A1,cytosol
3990,Q8WYN0;H7BYM2;A0A0A0MT61;G5E979,ATG4A,cytosol
3991,B4DZC9,B4DZC9[p],cytosol
3992,Q9BUT1;A8K5M0;A0A024RDJ8;D6R9U8;D6RIR6;B3KY19,BDH2,cytosol
3993,A0A024RAZ1;Q9P1Z2;B4DG60;B3KS47,CALCOCO1,cytosol
3994,A0A2R8YEM2;P51946;A8K6Q5;Q59FW7;D6RHI7;D6RG18,CCNH,nucleus
3995,Q96NY7,CLIC6,cytosol
3996,B4DV28;Q96KP4;B4DPF1;A0A024R382;Q9NW02,CNDP2,cytosol
3997,P32929,CTH,cytosol
3998,Q9Y4B6,DCAF1,cytosol
3999,A0A024R7J7;Q9BW61,DDA1,cytosol
4000,A0A1C7CYX9;Q59GB4;Q16555;Q53ET2,DPYSL2,cytosol
4001,O14640;Q86TH3;A0A087WWA7;Q8NA39,DVL1,cytosol
4002,Q56P03;G3V2W9,EAPP,cytosol
4003,A0A087WTA5;Q9Y3W7,EIF2B4,mixed
4004,Q7L5Y1;A0A3F2YNX7;J3QL81,ENOSF1,cytosol
4005,Q3B820;H7C4C9,FAM161A,mixed
4006,A0A5F9UQ55;D3DR78;B2RBM9;A0A384P5X9;P57775,FBXW4,cytosol
4007,Q8N612;E9PJK5;B3KPL0;A8K6N7,FHIP1B,cytosol
4008,Q13480;B7Z3B9,GAB1,cytosol
4009,Q06210;A0A6I8PRN4;A0A6I8PTT9,GFPT1,cytosol
4010,A0A090N7V5;O75223;M0QZK8;B3KMN7;B8ZZK2,GGCT,cytosol
4011,A0A384MDS7;Q96IJ6;A0A087WUI8,GMPPA,cytosol
4012,A0A024R329;Q9Y5P6;A0A7I2YQI5;A0A7I2V4B5;A0A7I2V2Y5,GMPPB,cytosol
4013,H0YNJ6;Q6PKC0;Q9P2T1;F8WAN9;A0A087WWM4;H0YLV5;H0YMB3;Q7Z527,GMPR2,cytosol
4014,Q05DB4;Q9Y5Z4,HEBP2,cytosol
4015,B7ZKV7;Q13478,IL18R1,mixed
4016,O15357,INPPL1,cytosol
4017,Q7L5Y9;D3DVP1;B4DUB2;B4DJP8;D6RE80,MAEA,cytosol
4018,D7R526;B5BUJ7;P45984;J3KNK1,MAPK9,cytosol
4019,A4D1W6;Q8TAP9,MPLKIP,cytosol
4020,Q13564,NAE1,cytosol
4021,O43847;B4DRI0;G3V1R5;Q6UUU9;Q96L67;F5H7V1,NRDC,cytosol
4022,OC43_N,OC43_N[p],cytosol
4023,O43252;Q05BW9,PAPSS1,cytosol
4024,A0A024R3V4;Q9H2H8;H7BZ14;C9K058,PPIL3,cytosol
4025,Q6P0N9;B2RAL3;Q06190,PPP2R3A,cytosol
4026,A0A024R625;P60510;H3BTA2;Q5U086;H3BV22,PPP4C,cytosol
4027,Q9NY27;C9IZ04,PPP4R2,cytosol
4028,O00233;J3KN29;F5H5V4;F5GX23;F5H7X1,PSMD9,cytosol
4029,Q6IB63;P53611;Q59GT6;Q5T4U8,RABGGTB,cytosol
4030,A0AUY0;Q6IC14,RABL2B,cytosol
4031,A0A024R838;Q8N0T1,RBIS,cytosol
4032,Q9H871,RMND5A,cytosol
4033,Q92834;Q53EZ8;A8K717;A0A2R8YFT6;A0A2R8Y414,RPGR,cytosol
4034,Q5T123;Q86Z22;D3DPK5;Q9H299,SH3BGRL3,cytosol
4035,V9HW89;Q00796;A0A6I8PIS1;B4DKI2,SORD,cytosol
4036,O75391;I3L0X5,SPAG7,cytosol
4037,A0A2X0U4U8;O43295,SRGAP3,cytosol
4038,B3KUB9;E7EMB1,SWAP70,mixed
4039,P62380;Q7Z6U2;Q7Z6U1,TBPL1,cytosol
4040,Q68CL5;A0A087WUC8;K7EKC0;A0A087X1R7;K7EP30,TPGS2,cytosol
4041,D9YZV5;Q15657,TPM1,cytosol
4042,Q13885,TUBB2A,cytosol
4043,Q6ZT12,UBR3,cytosol
4044,P57081,WDR4,cytosol
4045,A0A6I8PRM6;B1ALU3;A0A6I8PTT2;A0A6I8PRJ0;O95490;H0Y5C0,ADGRL2,plasma_membrane
4046,Q13740;F5GXJ9;H7C543,ALCAM,plasma_membrane
4047,A0A087WUW9;Q9NXU5;A0A0B4J222,ARL15,plasma_membrane
4048,Q6LEU2;A3KLL5;P05026;B7Z9S8;A6NGH2,ATP1B1,plasma_membrane
4049,A0A024RBC7;P20020;E7ERY9;Q59H63,ATP2B1,plasma_membrane
4050,I7L574;I7KDP0;G0TQY6;A0A068W6H0;P50895;A0A0A1TTQ0;A0A087WXM8;A0A1A9C7B7,BCAM,plasma_membrane
4051,A0A0A0MQY7;Q5VU97;A0A3B3ISH2,CACHD1,plasma_membrane
4052,P54289;Q9UIU0;Q9UDQ3,CACNA2D1,plasma_membrane
4053,E9PIF1,CD81,plasma_membrane
4054,B4DPP0;A6NNI4;A0A2R8Y478;A0A7I2V3T0;A0A7I2V3T7;G8JLH6;A0A087WU13;F5GXT1;P21926,CD9,plasma_membrane
4055,B2R749;Q99618;J3KMY0;F5GX58;F8WDL1,CDCA3,plasma_membrane
4056,A0A024RC42;P19022;C9J126;C9JMH2;A0A6Q8PF58,CDH2,plasma_membrane
4057,B2R687;P56749;C9J4P0;C9J841;A8MX62;Q6FIF6,CLDN12,plasma_membrane
4058,O15194;A0A024R2L8,CTDSPL,plasma_membrane
4059,Q9Y4D1;A8K6X5,DAAM1,plasma_membrane
4060,A0A590UJD9;A0A0C4DFT3;A0A590UJ08;A0A590UJC5;E7EQD7;A0A590UK02;A0A590UJL2,DLG1,plasma_membrane
4061,Q59FY1;Q5JUW8;Q92796,DLG3,plasma_membrane
4062,P52799,EFNB2,plasma_membrane
4063,A0A1B0GUZ7;Q14156;B4DG97,EFR3A,plasma_membrane
4064,Q2TTR7;A9CB80;P00533;B7Z2I3;E9PFD7;F2YGG7;E7BSV0;Q59FL8;Q504U8;A0A2D3C335,EGFR,plasma_membrane
4065,P22413,ENPP1,plasma_membrane
4066,D3DVF0;Q6FIB4;B7Z5W1;Q9Y624;A0A087WY82;Q9Y5B2,F11R,plasma_membrane
4067,P35916;E9PD35,FLT4,plasma_membrane
4068,O75487,GPC4,plasma_membrane
4069,Q96AD6;B3KPS5;P43250;F8W9W2;D6RHX8,GRK6,plasma_membrane
4070,O75054,IGSF3,plasma_membrane
4071,Q969P0;C9J8Z4,IGSF8,plasma_membrane
4072,Q14642;Q5T1B5;Q4VAR4;Q8N6C1;Q9C055;Q86V83;H0Y2W5,INPP5A,plasma_membrane
4073,A0A024RAJ8;Q13576;Q59HA3;D6R939,IQGAP2,plasma_membrane
4074,P17301,ITGA2,plasma_membrane
4075,A0A024RB01;P08648;A8K6A5;B2R627,ITGA5,plasma_membrane
4076,P23229,ITGA6,plasma_membrane
4077,A0A0S2Z487;A0A024R1X8;P14923,JUP,plasma_membrane
4078,Q96J84;B4DN67;Q5W0F9,KIRREL1,plasma_membrane
4079,I1SRC5;L7RSL8;P01116,KRAS,plasma_membrane
4080,P43121;A0A024R3I5;B3KXZ9,MCAM,plasma_membrane
4081,Q6UVY6,MOXD1,plasma_membrane
4082,Q68D85,NCR3LG1,plasma_membrane
4083,Q92692,NECTIN2,plasma_membrane
4084,Q5U091;P01111,NRAS,plasma_membrane
4085,Q9UNF0;Q6FIA3;A0A0U1RR22;A0A024R4X1,PACSIN2,plasma_membrane
4086,B2RCL4;A0A024R1Y6;O75781,PALM,plasma_membrane
4087,O60245,PCDH7,plasma_membrane
4088,B4DY45;Q53GL0;Q5T4P9,PLEKHO1,plasma_membrane
4089,A2A2V1;Q53YK7;Q6SES1;O75942;P04156;Q86XR1;B2R5Q9;A0A6J4EE43;X6RKS3;B2NI04;Q540C4;D4P3Q7;B4DI53;B4DDS1;A1YVW6,PRNP,plasma_membrane
4090,Q13308;Q59FV9,PTK7,plasma_membrane
4091,A0A1S5UZ22;B7Z2A4;P18433;Q59EV9;B7Z4Q5;B7Z4F4,PTPRA,plasma_membrane
4092,Q13332;D6W633,PTPRS,plasma_membrane
4093,A0A024RAG3;P11234;C9J6B1;C9JQB3;B4E364,RALB,plasma_membrane
