ID,Majority protein IDs,Gene_name_canonical,Nov27_clusters
326,O60784,TOM1,lysosome
327,Q53HP2;D3DQU2;O14773;B2R608;B4DIV8;A0A2R8Y7U1;A0A2R8YD45;B4DE89;B4E0C7;B4DSE2;A0A2R8YGD1,TPP1,lysosome
328,O60637;H0YKJ9,TSPAN3,lysosome
329,A0A087WXL6;Q9H270;Q53FX3;Q658K0;B7Z879,VPS11,lysosome
330,Q9H269;Q6GMQ7,VPS16,lysosome
331,A0A024R9R3;Q9P253,VPS18,lysosome
332,Q96AX1;B2RDH6;A0A2R8YF87;H3BMM5,VPS33A,lysosome
333,Q96JC1;A0A024R9L9,VPS39,lysosome
334,P49754;B2RB94;Q9H348;Q75MX9,VPS41,lysosome
335,Q9HAD4;A0A0S2Z5E0;A0A0S2Z5D8;A0A024RAK0;H0YAA3;D6RE66;D6RH33;D6R9E7;B4DHS8;D6RBY6,WDR41,lysosome
336,Q9NUT2;B3KSN3;Q8N1X3,ABCB8,mitochondrion
337,E5KSD5;P16219;D4QEZ8;E5KSE7;E9PE82;B4DUH1,ACADS,mitochondrion
338,Q9NPH0;X5D319;V9GZ71,ACP6,mitochondrion
339,Q7Z5G3;Q9NUB1;Q1RMZ4;Q658X4,ACSS1,mitochondrion
340,Q5JAM2;P13196;B4DVA0;B4DDG9,ALAS1,mitochondrion
341,Q13686;Q5XKL0,ALKBH1,mitochondrion
342,Q8N8L6,ARL10,mitochondrion
343,Q9NVT9;E5RJ86,ARMC1,mitochondrion
344,P56134;Q53FE1,ATP5MF,mitochondrion
345,Q13825,AUH,mitochondrion
346,B4DQK3;Q9BXH1,BBC3,mitochondrion
347,B7ZB80;A0A140VKB3;P21953;B4E2N3;A0A0K2GN21,BCKDHB,mitochondrion
348,Q5QP56;Q9H1R6;A0A7I2V597;A0A0S2Z3C5;Q5TE64;Q07817;A0A0S2Z3D2;Q5TE63,BCL2L1,mitochondrion
349,Q6P1X6;H0YF29,C8orf82,mitochondrion
350,Q9HA77,CARS2,mitochondrion
351,Q9GZT6;B2RE36;H0YF06,CCDC90B,mitochondrion
352,A0A024RE03;Q8N0X4,CLYBL,mitochondrion
353,P15954;D6R9Z7;Q71U45,COX7C,mitochondrion
354,A0A024R454;P31327;Q5R210;Q5R208;Q5R209;Q5R207,CPS1,mitochondrion
355,Q4LE40;B3KVU6;Q6IA66;Q7Z3D6;H0YB09;Q53HP9;H0YB62;A0A0C4DGD4,DGLUCY,mitochondrion
356,Q02127;I3NI32,DHODH,mitochondrion
357,A0A024R0K4;B4DNR0;Q9NW81;B7ZAJ8;M0QZC4;K7EIV4;B4DFT4,DMAC2,mitochondrion
358,A0A5K1VW60;Q99766;A0A2R8YDJ1,DMAC2L,mitochondrion
359,B3KT00,ELAC2,mitochondrion
360,A0A0S2Z5B3;O95571;A0A0S2Z580;M0QXB5;B2RCZ7;A0A0S2Z5N8,ETHE1,mitochondrion
361,B3KN09;Q9Y2C4;H7C0W6,EXOG,mitochondrion
362,Q96KR6,FAM210B,mitochondrion
363,O95363;A0A3B3ITR6,FARS2,mitochondrion
364,Q14CZ7,FASTKD3,mitochondrion
365,Q6P4F2,FDX2,mitochondrion
366,Q8NFF5;Q5T196,FLAD1,mitochondrion
367,Q05932;Q5JU20;Q5JU23;Q5JU21,FPGS,mitochondrion
368,Q8N442,GUF1,mitochondrion
369,A0A024RAS8;Q9NRV9;F5GWX2,HEBP1,mitochondrion
370,Q92506;A0A1U9X7U3;A0A1U9X7U8,HSD17B8,mitochondrion
371,B7Z532,HSPD1,mitochondrion
372,A0A0C4DG44,HTRA2,mitochondrion
373,Q86U28;J3QSS7,ISCA2,mitochondrion
374,Q96AB3;K7EKW4;K7ENV7,ISOC2,mitochondrion
375,A0A024R7Q7;Q96A73;A0A087WT18,KIAA1191,mitochondrion
376,Q6YP21;B4DW13,KYAT3,mitochondrion
377,Q07820;B4DLY8;B4DU51,MCL1,mitochondrion
378,A0A087WU07;Q5TGZ0;R4GNA1,MICOS10,mitochondrion
379,A0A2R8YF99;A0A2R8YE40;B4DK63;F8W7S1;B7ZLZ8;Q8NAN2;A0A2R8YFQ8,MIGA1,mitochondrion
380,Q9HB66,MKKS,mitochondrion
381,A0A0U1RRL7,MMP24OS,mitochondrion
382,Q9Y5U8,MPC1,mitochondrion
383,Q5R3B4;A0A024R8Z5;O95563;B2R4Q7,MPC2,mitochondrion
384,A0A0S2Z469;B5MC53;B5MCF8;A0A0S2Z3Z9;P39210;G5E9F5;E7EX18,MPV17,mitochondrion
385,Q9Y3D5;H0YAG5;D6RCM2,MRPS18C,mitochondrion
386,Q9HD23;B4DSN2;A0A0A0MQX2,MRS2,mitochondrion
387,A0A3T0U8H7;U3LSF4;U3KW58;T2HM13;T2HKF7;R9Y9M1;R9Y9G2;R9Y6E5;R9Y634;R9Y5G0;R9Y4H6;P00395;B1NUS1;R9Y3X2;R9Y251;V9J4D6;V9J978;V9JAP4;V9JCG6;X5D927;X5C9H5;R9Y445;U5YWV7;R4IA65;U5ZA32;A0A0E3D777;A0A0D4WP08;A0A0B6CEA2;A0A0A7HLS2;A0A097Q5Q6;A0A097PZ33;A0A097PVI9;A0A096X2Q6;A0A096X0J8;A8JLF0;B7TD03;B1NUB5;A0A0X8DEK3;U3L439;R9Y1Y2;T1Q7E3;V9J248;V5L903;V5JIE7;X5BMX5;X5BDH6;A0A0E3DIC0;F1CIP8;G3C9Z6;F2WJ44;E7E4V8;F2WIN8;F2WI82;F2WHQ0;F2WG54;F2WEA4;F1B7C4;G5D810;F1AK66;E9K944;H9E7A4;G9LKL0;G9LMG0;G9LML2;H9E778;H9Q1L1;G3EBF7;E7E3Z6;W8DJ92;F1CIE4;W8D226;W0C7W3;V9N872;V9N3I6;V9JVR4;V9JU54;V9JI12;G5D862;R4IBW8;G5D823;R9Y438;R4I9P2;G3C9Y3;G9LIE3;G9LC85;G5D8R7;G5D8E0;G5D8B4;A0A096WXE1;A0A0G2UIR5;H9PJX4;A0A0N6W1U5;A0A1B0W642;A0A342Y5A3;A0A342YCK1;A0A1B0VZ80;A0A343GG77;A0A059RZ56;A0A059QN10;A0A343FXU2;A0A343GFF4;A0A343GF89;A0A343GE10;A0A343GC47;A0A343GB20;A0A343GAR6;A0A343G755;A0A343G2Z9;A0A342YCW8;A0A343G0P3;A0A343G0J1;A0A1I9S094;A0A1J0QF44;A0A1J0QWW6;A0A1S6PBY2;A0A343GQY3;A0A1S6NFK8;A0A342Y424;A0A342LFW4;A0A1X9MJ40;A0A1X7RBG2;A0A1W6ES15;A0A1U9Y5W5;A0A1S6NUF8;A0A1L1ZA99;A0A1S6NQM8;A0A1S6NEP9;A0A342YA82;A0A1S6MRR5;A0A343GKF9;A0A1S6MR38;A0A1L5YTI5;A0A1L1ZBL2;A0A343FUJ7;A0A075X739;A0A343F8Y7;A0A096WJI6;A0A059RZR9;A0A059RXE8;A0A343GFQ8;A0A059RWV5;A0A059RW06;A0A059RVV8;A0A059RV27;A0A059RUX1;A0A096WPC6;A0A059S9Y2;A0A141ZRF4;A0A0E3DJN0;A0A109PUH2;A0A109PQK6;A0A7T4WPY5;A0A097QGB7;A0A0S3CSX4;A0A0N6YPU8;A0A059S7W0;A0A096WLG7;A0A343E9F0;A0A059QJC8;A0A343E8I8;A0A343E806;B1NTV9;A0A342YF74;A0A1B0W381;A0A167L934;A0A059RUQ7;A0A068BLH5;A0A096WB77;A0A059SAV2;A0A096WB29;A0A096VWL6;A0A075XDJ9;A0A075X6I9;A0A068C3I7;A0A068C1W5;A0A068BQ73;A0A068BMI9;H9PU09;Q9B2V6;A0A343G667;H9P3H8;Q6RMP2;Q5XT74;H9TVE6;Q5XS99;Q5XRR7;Q5S9T0;Q2HKD5;Q4EZA9;Q15HF4;H9SMX8;L7XGI1;L7P4C8;I6TIT6;I3PXU2;Q4GTJ2;Q4GR21;H9R9Z5;Q0VXC9;H9SVK6;Q6RN73;Q6RNG4;Q6RRI3;Q9B1J9;Q305V1;Q2HL32;Q2HKZ3;Q4GV90;Q4VFI9;Q15IJ2;Q4ZF72;Q9B2V2;Q8WCY5;Q6VHV2;Q8WCW6;I3Q9N9;Q85L11;Q7YCF0;Q7YCE3;Q7Y7K9;Q7Y6V6;Q6VLK7;H9SH37;L7XKH8;H9SAN8;H9T3W8;L7XYA7;L7XWN7;C7SJD6;A0A343G377;A0A343G2Q8;A0S1I7;C3UPN2;A0A1S6LZ02;L7XEH5;A0A1S6N880;A0A1W6EQF1;Q957U9;F5BAC9;A0A481MSE5;Q2HKI7;B2Y9D8;H9LPH4;B7TCT8;L7Y0W9;L7XRG2;H9S1H1;I3Q8N8;H9RVW4;H9RQ17;H9RLZ4;H9RI29;H9REE2;H9R6C1;A0A059QPS5;L7XJZ7;L7XNU8;L7XRA8;Q0ZEM3;Q0Z7V8;Q0Z7S1;Q0Z7N0;Q0Z7K4;Q0Z7J1;Q0Z7D9;L7XQA3;Q4EWN6;H9QP91;Q4F198;E5E215;C5MMW9;B8X5M7;B8X558;B8RFT7;B8RC45;B5M7Y6;B3DD95;D9MZ72;B2XPY6;C7SJV5;B2XNF6;B2XM03;B2XLA7;B2XI93;B2XHY2;B2XH81;B2XEY0;B1PI08;C7SDQ5;C7SK85;C8Y0X9;H9E7T2;H9NQR9;H9NNI9;H9MP07;E9JWI2;H9MKW5;H9LP88;H9LNZ7;H9LJV9;H9E7M1;B3DEC2;H9E7I2;H9E7G9;H9E7F6;H9E7E3;H9E791;Q4GVU8;B3GSQ2;C8XZE6;B1NVJ4;C8Y5L7;H9T635;Q4GGC8;H9QDP9;H9PJE2;H9MVI2;Q4GUT4;Q6RKZ7;Q4F260;Q9B2U9;Q4GIJ5;Q4GAL3;D0UTT2;Q4G9M5;Q4G7P9;Q4G7F8;Q4F5X3;Q4F563;Q4F387;Q4F2G4;Q4F1M8;D0UTR9;D2K1K1;C9D6C5;E2FPB2;H9QMQ8;E5E1W3;E5E1V0;E5E1J6;E5E1I3;E5E1D1;E5E0B7;E2FQV8;E2CZ38;D3YSB9;D9MZZ6;D9MZK8;D7PAR1;H9QFG0;D7P9P7;D6R6E1;D6R536;D6N4H5;A0A059RUN9;A0A0X9RUR2;A0A059RTQ1;A0A343JJ33;A0A343JK09;A0A343R0N8;A0A343RML7;A0A343RZ13;A0A343JWP7;A0A343SD31;A0A343YSN2;A0A343JJ72;A0A345AJG5;A0A343R0F9;A0A345AJQ5;A0A343H5F4;A0A345AJX0;A0A343H1Z5;A0A345AK49;A0A343H1D7;A0A345ALS0;A0A345W7T8;A0A343R0H1;A0A343R0E6;A0A3G5ATK3;A0A343KMH7;A0A343UC00;A0A343UEZ0;A0A343SVJ9;A0A343SHU5;A0A343SE84;A0A343JJM9;A0A343KKD6;A0A343KLK2;A0A343KMJ1;A0A343JKF2;A0A343KXQ4;A0A343SU81;A0A343UEB9;A0A343JRY3;A0A0X9WGC5;A0A343LFA2;A0A343JM22;A0A343R0D3;A0A345WI55;A0A3S9JI73;A0A5P9RS18;A0A4Y6A8N5;A0A345AK74;A0A345AJ74;A0A343HNH2;A0A344AJJ2;A0A344AJL9;A0A343JIY1;A0A343JIV5;A0A6B7PVC3;A0A6B7GIE9;A0A4Y6A5F5;A0A343IIM3;A0A649YHA3;A0A649YGB1;A0A649YFQ7;A0A649YEZ0;A0A649YEE7;A0A5Q0N0G7;A0A059QPP8;A0A4Y6A7G9;A0A3S8PDR8;A0A3G5BZH9;A0A4D6FRS8;A0A3G5C483;A0A3G5C5M0;A0A3Q8A683;A0A3Q8QX49;A0A343H0Q3;A0A3Q9CRP9;A0A3Q9CRQ2;A0A343H0D6;A0A4D6FNZ2;A0A344AJ11;A0A4D6FN90;A0A4D6CSW6;A0A4D6CLF3;A0A411IGJ2;A0A3S9JHM8;A0A3S8V7Q3;A0A1S6MSZ7;A0A649YEB6;A0A6G9L785;A0A059QFN5;A0A343UBF5;A0A4Y6A500;A4ZLB9;A0A410REY1;A4ZL80;A3RMP9;A0A6B7Q146;A0A6B7PZ03;A0A6B7PWU5;A0A4Y6A6X9;A0A4Y6A4A9;A6YTK8;A0A4Y6A433;A0A4Y6A3W2;A0A4Y6A3P3;A0A4Y6A3I0;A0A6C0ZNY3;A0A4Y6A3F4;A0A4Y6A378;A0A6B9RG82;A6NAM9;A6YV28;A0A343UBE2;A0A4Y6A3N3;A1DSF3;A1DTC8;A1DTW0;A7XSQ0;A7LEL7;A6ZGQ2;A6ZG99;A6ZEY2;A6ZA20;A6YV54;A6Z6U0;A6Z6C1;A6Z5Z1;A6Z1V1;A6Z0P9;A6YZK9;A6YYY8;A6YYA4;A0A343GSU6;A0A4Y6A2Z1;A6YU66;A0A343SRZ8;A0A3Q9CTD1;A0A4Y6A308;A0A343SJF4;A0A343JJD7;A0A343SJE1;A0A7D5PI22;A0A3Q9CT51;A0A343JJB1;A0A343SUV2;A6ZFK2;A0A343SV04;A0A343JJ98;A0A343SIS0;A0A343SV43;A0A343SVU0;A0A343SYU5;A0A343T1J4;A0A343T3K9;A0A7D5U3E9;A0A7T5BNA8;A0A7T5BMH6;A0A7T4WQB7;A0A343L414;A0A343LEU6;A0A7D4VZL7;A0A7D5PIL6;A0A7D5PMV1;A0A7D5TJF4;A0A7D5TKV1;A0A3S6EHU2;A0A7D5TL37;A0A7D9MXM5;A0A7G4BR31;A0A7G4BUP2;A0A7G5XR93;A0A6G9L7P9;A0A7T0M5H2;A0A7T4WQ54;A0A7T4WQ55;A0A6B9RAM6;A0A5P9RUL6;A0A5P9RQ92;A0A059RND8;A0A059RKT6;A0A059RR92;A0A059RQC1;A0A059RQ22;A0A059RP89;A0A059RP35;A0A059RNW4;A0A059RNK4;A0A059RSF2;A0A023QYP8;A0A059RKC0;A0A059RKY1;A0A059QN30;A0A023QQ48;A0A059QDC6;A0A059QC55;A0A059QBJ1;A0A023R6I9;A0A059RRM2;A0A059RTQ7;A0A059RL15;A0A059RSL0;A0A059QQA1;A0A059QQ46;A0A059QQ12;A0A059QPV3;A0A023QR89;A0A059R1N5;A0A059RS25;A0A059RKN3;A0A059QNK0;A0A059RRN1;A0A059RTJ2;A0A059RTC9;A0A059RTB8;A0A059RT48;A0A059RT29;A0A059RSZ2;A0A059RSV5;A0A023R5A9;A0A023QUR1;A0A059QQF0;A0A059QJ43;A0A059QLJ3;A0A059QL41;A0A059QL24;A0A059QK68;A0A059QK12;A0A059QJR7;A0A059QJQ9;A0A059QJB7;A0A3S8PM99;A0A023QUI5;A0A059QJ22;A0A059QIH8;A0A059QIB6;A0A059QI24;A0A059QHQ8;A0A059QHB6;A0A059QGK2;A0A059QG65;A0A059QLZ6;A0A059QMS2;A0A059QMT2;A0A059QF83;A0A023QT79;A0A023QGP7;A0A059QPB2;A0A059QEM6;A0A023QBJ9;A0A023Q8B2;A0A023Q7P2;A0A023Q4U0;A0A023Q3I2;A0A023Q2M3;A0A023Q2F1;A0A023I8X8;A0A023I8E0;A0A023I8C2;A0A4Y6A931;A0A059QEX3;A0A342Y3K5;A0A343ICY4;A0SCP2;A0A059QQY6;A0A343H6M0;A0A4Y6A9V1;A0A4Y6A9N6;A0A343I5H1;A0A344AK12;A0A343HIK6;A0A345AJB2;A0A4Y6A9G2;A0A343YS93;A0A343LEZ8;A0A343HA68;A0A343H8N5;A0A059QPW0;A0A343H6C9;A0A343H5I0;A0A0X9U3N0;A0A344AJU7;A0A059QRD6;A0A344AJR8;A0A3Q9CRG5;C8YAE4;A0A343GTU7;A0A059R5S6;A0A5B9RGS7;A0A342YNQ1;A0A5J6M8P2;A0A059R9I3;A0A059QSI9;A0A5P9RP87;A0A343I6Z1;A0A059RKL5;A0A059QSJ5;A0A059QUZ1;A0A059QVS9;A0A059QDH5;A0A059QZA3;A0A5P9RNW0;A0A059R8S4;A0A059RHU3;A0A059RIM1;A0A059RJA5;A0A5P9RM27;A0A059RJY6;A0A059QSP8;A0A343GRA0;A0A5P9RLX6;A0A5J6MAJ2;A0A5J6MA49;A0A343H8S4;A0A344AJH7;A0A344AIZ5;A0A343GJ28;A0A343GGA3;A0A059QPI2;A0A023Q488;A0A344AJD8;A0A343YSQ9;A0A059RDW3;A0A075X6S7;A0A344AJU4;A0A344AJ97;A0A343GRT2;A0A344AK48;A0A059QMF7;A0A343YSP6;A0A343FX70;A0A088FSE5;A0A343IDY5;X2C5C9;A0A059RM34;A0A344AJG4;A0A343HXG3;A0A075X8H6;A0A6B9RBK0;A0A5P9RLK1;A0A344AJF1;A0A059RPI8;A0A344AJL6;A0A344AJY3;A0A343SU55;A0A344AJC5;A0A344AKD9;A0A059RP47;A0A345ALI0;A0A344AJP2;A0A059QD37;A0A1B1PEL1;A0A343GR09;A0A7T4WQK1;A0A4D6FPZ8;A0A059RU47;A0A343FXC3;A0A343FZG4;A0A059RWU6;A0A343GCZ6;A0A059QIL9;A0A343GG64;A0A343GQC5;A0A343GRF2;A0A059RIG5;A0A059RM10;A0A059RPG4;A0A059RQ39;A0A059RR03;A0A059RR08;A0A059RS27;A0A059RSE9;A0A059RU17;A0A0A0QPJ2;A0A059RVA7;A0A059RSB9;G9LLS6;E9LCE9;F6N7M2;A0A5P9RMU1;G9C7X1;G9LDZ6;G9LKS5;G9LLD3;H9LP39;A0A059QPM6;H9M478;H9NZW7;Q8WCX5;E9LAX9;A0A0X9TTD1;A0A1B1PES1;A0A059QKK3;A0A059RI82;A0A059RUL2;B8X5P0;A0A059RNR8;A0A023Q5F4;A0A059RGQ1;A0A023QT24;A0A059QC17;A0A059QIM3;A0A059QJB6;C8Y372;G3CA48;A0A059QJU3;A0A059QMX2;A0A059QVB1;A0A059QXM3;A0A059R2S3;A0A023RCN6;A0A059QLE2;A0A059QN28;Q4F4Q7;A0A023Q552;A0A023Q4H9;A0A023Q3L7;A0A059RUA5;A0A059QBD7;A0A059RXU6;A0A068BX39;A0A0E3JKK4;A0A0E3M100;A0A0K1HQ03;A0A0K1MZC4;A0A120HFH0;L7XIT0;A0A059RI06;A0A059R9B8;A0A343GW02;A0A6B9RB40;A0A059S7V7;A0A096WFT6;C8Y359;D6C1N7;G3CA09;Q9B1K0;A0A3Q8UG48;A0A1S6MDW5;A0A1S6NS83;A0A1U9GZA8;A0A6H0MV47;A0A5P9RRP9;A0A5P9RNH0;A0A218N8W8;A0A343DVX3;A0A343HJB6;A0A7D5TMR1;A0A343IAK2;A0A343KLG4;A0A343LMT6;A0A343LMW2;B2XLJ8;A0A343YS80;A0A344AKF5;A0A1L1ZH85;A0A410REZ0;A0A345ALL8;A0A410RF81;A0A5P9RN43;A0A5P9RND2;A0A649YEH8;A0A649YF48;A0A6B7PX34;A0A6B7Q2Y8;A0A6B7Q3D6;A0A6B9Q8L6;A0A6B9RA71;A0A6B9RDD5;A0A6G7GCL9;Q4F6E2;A0A6H0MT86;A0A6H0MVC8;A0A7D5PHN9;A0A7D5TGR3;A0A4D6CUE2;A0A345AIR8;A0A343SXQ5;Q4GBG2;D3YLP1;V9PAX5;W8DEK8;X5BVM8;A0A346LZT7;B2XLI5;B2XJ80;B2XGN6;Q9B2U7;B2KM44;Q9B2W6;A0A1B2ALK6;H9P677;H9M4B7;B0Z6V0;U3L6G3;S4SSZ5;H9R3E4;A0A343GAC3;A0A343KIS9;A7LFE0;B0Z6P8;J7HAE4;L7XE69;L7XP46;L7XWV6;N0BWE9;A0A343G2F4;A0A346M080;A0A343H5T4;Q7YEF5;D6R5V9;B2CB36,MT-CO1,mitochondrion
388,E9PIE4,MTCH2,mitochondrion
389,A0A0S2Z5H6;Q9H019;B2RAQ5;B4DRE5;C9JF50;E9PLU1;E9PRK5;B3KPT5;E9PRW1;E9PSD6;E9PLD2,MTFR1L,mitochondrion
390,Q6P444;E9PN39,MTFR2,mitochondrion
391,Q5HYI7,MTX3,mitochondrion
392,Q330K2,NDUFAF6,mitochondrion
393,Q9UFN0;B4DW81,NIPSNAP3A,mitochondrion
394,Q86UY8,NT5DC3,mitochondrion
395,X5D2R5;Q8TB37;B4DWB0;X5DR74;F8W0A2;B3KSK2,NUBPL,mitochondrion
396,Q9H4B0,OSGEPL1,mitochondrion
397,P05165;B2RDE0;A0A1B0GU58;A0A1B0GUX9,PCCA,mitochondrion
398,Q15118;B7Z7N6;Q53R49,PDK1,mitochondrion
399,Q15119;B4DLP2;D6RDN9,PDK2,mitochondrion
400,Q86YH6;B2RE48;B4DWD3;B4DKU5,PDSS2,mitochondrion
401,A0A024R8V5;Q32NB8;B4DL81;B4DLU3;K7EL44;K7ELT9,PGS1,mitochondrion
402,Q9HBL7,PLGRKT,mitochondrion
403,E5KS15;Q9UHN1;A0A5F9ZHX9;A0A5F9ZH93,POLG2,mitochondrion
404,P50336;A0A494C146,PPOX,mitochondrion
405,Q4J6C6,PREPL,mitochondrion
406,Q8WUK0,PTPMT1,mitochondrion
407,Q9NWS8;A0A2R8Y4J4;A0A087WXU0,RMND1,mitochondrion
408,Q9HA92,RSAD1,mitochondrion
409,Q9NX18;F5GYJ5;F8W679;M0QYN2;F5GXW4;M0R060;F5H5T6,SDHAF2,mitochondrion
410,Q9NRP4,SDHAF3,mitochondrion
411,B7Z7G4;Q9NTG7;E9PN58;B7Z777;E9PK80;E9PM75;B7ZA60;B7Z5J1;B7Z580,SIRT3,mitochondrion
412,B2R921;Q9Y619;B4DL63,SLC25A15,mitochondrion
413,Q9BQT8,SLC25A21,mitochondrion
414,Q6KCM7,SLC25A25,mitochondrion
415,Q96AG3;B4DY98,SLC25A46,mitochondrion
416,L0R6Q1,SLC35A4,mitochondrion
417,Q8N5G0;E5RH91,SMIM20,mitochondrion
418,A0A096LPB2;A0A096LP01,SMIM26,mitochondrion
419,Q96KF7;V9GYL2;V9GYF9,SMIM8,mitochondrion
420,Q7Z7M4;P04179;A0A384NL29;Q7Z7M7;Q4ZJI1;Q7Z7M6;Q7Z7M5;F5H4R2;F5GYZ5;F5H3C5,SOD2,mitochondrion
421,Q9UQ90;A0A2R8Y4Y7;A0A2U3TZH1;A0A2R8YFW4;A0A2R8Y7B8;A0A2R8YDQ1;A0A2R8Y726;A0A2R8Y3M4;A0A2R8Y7E2;A0A2R8Y6K2;A0A2R8YFJ7;A0A2R8Y6E8;A0A2R8YGZ0,SPG7,mitochondrion
422,A8K575;B3KNN8,STARD7,mitochondrion
423,B2R6Y2,SUOX,mitochondrion
424,A0A0S2Z523;E5KRX5;Q15526;A0A087WYS9,SURF1,mitochondrion
425,Q5T1C6,THEM4,mitochondrion
426,Q99595;Q7RU05;A0PJ74,TIMM17A,mitochondrion
427,Q8IUX1;B4DP48,TMEM126B,mitochondrion
428,B3KUD0;A0A024RAE5;Q53S58;B4DR32,TMEM177,mitochondrion
429,Q6PI78,TMEM65,mitochondrion
430,Q9NVH6,TMLHE,mitochondrion
431,Q75MR5;Q9P0U1;B5MD00,TOMM7,mitochondrion
432,J3KPT4;Q9H4I3;Q6XYC5;A0A024R500,TRABD,mitochondrion
433,Q7Z4G4;K7ENP1,TRMT11,mitochondrion
434,Q9BVS5;F8WDR2,TRMT61B,mitochondrion
435,O75648;A0A2R8Y4R7;A0A2R8Y6L6;B4DHM1,TRMU,mitochondrion
436,A0A024R2H7;Q96Q11,TRNT1,mitochondrion
437,Q13850;B1AH87;P30536,TSPO,mitochondrion
438,A0A024RD83;Q6DKK2,TTC19,mitochondrion
439,Q6UW78,UQCC3,mitochondrion
440,Q8WVI0,UQCC5,mitochondrion
441,A0A024RBM3;Q70CQ3;B3KUS5,USP30,mitochondrion
442,A0A1U9X9B9;B4E0K6;A0A0G2JL52;B7ZL25;B2RDZ1,VARS2,mitochondrion
443,P58557;Q8TBC8,YBEY,mitochondrion
444,Q02040;X6RAJ1;Q05DA9,AKAP17A,nucleus
445,Q6NS38;F5H5X2;S4R3T5;F5GZZ0,ALKBH2,nucleus
446,Q9NWB6;A0A024RDW4;B4E3J6,ARGLU1,nucleus
447,D6RG30;Q2TB18,ASTE1,nucleus
448,Q9H8M2,BRD9,nucleus
449,Q8IYL3;A0A7P0T887,C1orf174,nucleus
450,Q9H7E9;A0A3B3IT54;A0A3B3IRR6,C8orf33,nucleus
451,A0A0S2Z5B2;O00257,CBX4,nucleus
452,H6QX63;Q6PK04;I3L0U5,CCDC137,nucleus
453,Q9P031;F8VNY5,CCDC59,nucleus
454,A8K4M5;O60563,CCNT1,nucleus
455,Q6P1J9;A0A3B3IRP5;A0A1B0GUB2;A0A0S2Z5M9;A0A2R8YHB3;B4DV47,CDC73,nucleus
456,P21127,CDK11B,nucleus
457,B5BU53;A0A024R880;P50750;B2R9L6,CDK9,nucleus
458,Q86UT8;E9PJ16;E9PPT8,CENATAC,nucleus
459,P49759;B7ZA12;F8WBF5,CLK1,nucleus
460,P0DMU9;Q5DJT8;P0DMV2;P0DMV1;Q8NHU0;Q5HYN5;P0DMV0;P0DMU8;P0DMU7,CT45A2,nucleus
461,Q9NXE8;B4DJK2,CWC25,nucleus
462,Q2TBE0;H0YE03,CWF19L2,nucleus
463,A0A024R3A2;Q9BTE7;E9PM04;B4DP84;H0YCN4,DCUN1D5,nucleus
464,A8K6X3;A0A0C4DG89,DDX46,nucleus
465,Q9H5Z1;Q5THR1,DHX35,nucleus
466,Q9NSV4;B7ZB09;B4DPV3,DIAPH3,nucleus
467,O75319,DUSP11,nucleus
468,A0A140VK66;Q8WVS4;A4D230,DYNC2I1,nucleus
469,K7EQ44;K7EN05;K7EPC8;A0A024R7E8;K7EMV4;P60002,ELOF1,nucleus
470,A0A024R355;Q8IV48,ERI1,nucleus
471,Q6IA51;Q9H8W3;F2Z2Y3;Q5T374,FAM204A,nucleus
472,Q8TAV0;E9PQL1,FAM76A,nucleus
473,Q5HYJ3,FAM76B,nucleus
474,G3V5S9;G3V1S4;Q4FZ45;Q9Y324;Q66K47,FCF1,nucleus
475,P55316,FOXG1,nucleus
476,Q9BRR8;A8K8Y8;B2RDX4,GPATCH1,nucleus
477,Q9UKJ3,GPATCH8,nucleus
478,Q6IBK5;P35269;M0R0R9,GTF2F1,nucleus
479,A0A024RD30;Q9BX10;A8K2K2;H0Y7A5;X6RJ09,GTPBP2,nucleus
480,B3KN49;O94992,HEXIM1,nucleus
481,Q6FG31;P20719,HOXA5,nucleus
482,P17509,HOXB6,nucleus
483,O43719;B4DRS4,HTATSF1,nucleus
484,B4DJ31;Q9C086;J3KQ70;B4DJ22;F8WCL7;B8ZZ93;B8ZZH7,INO80B,nucleus
485,Q1ED39;H3BPL4,KNOP1,nucleolus
486,Q96GV9,MACIR,nucleus
487,Q92585,MAML1,nucleus
488,B2R704;Q14244;B7Z3Y3;A0A087WZ40;B7Z3E1,MAP7,nucleus
489,A0A0M3R6J9;A0A0K1JS24;A0A0K1JRJ6;B3KXC0;B7ZA02,MAP7D2,nucleus
490,Q49MG5;B9EJB6;E7ETZ8;A2VCT0;A0A0C4DG83,MAP9,nucleus
491,J3KR33;A0JLT2,MED19,nucleus
492,A0A024R8B7;Q6P2C8;A0A494C0K7;B4DPP5;U4Q365,MED27,nucleus
493,Q14680;Q53GX0,MELK,nucleus
494,Q86XN8,MEX3D,nucleus
495,Q9BU76,MMTAG2,nucleus
496,A0A7I2V428;C9JLB1;P19338;A0A7I2V3F3;A0A7I2V5M5;A0A7I2V2U7;A0A7I2V349;A0A7I2V506;Q6ZS99;A0A7I2V699;Q9BQ02,NCL,nucleus
497,Q0IIN7;Q569F6;A8K0W8;Q9Y6Q9;Q59EE8;B4DYT5,NCOA3,nucleus
498,Q12986;A0JLR2,NFX1,nucleus
499,A0A024R3H5;E9PKA8;E9PQL5;E9PSC8,NKAPD1,nucleus
500,Q9ULX3;B2RAR2,NOB1,nucleus
501,B2R9Y2;Q9H0G5;A0A024QZ33;B7Z4B1;Q05DD5,NSRP1,nucleus
