Gene name canonical,Global classifier2
FBXO7,Mostly Cytosolic
FBXO9,Mostly Cytosolic
FBXW2,Mostly Cytosolic
FBXW5,Mostly Cytosolic
FCF1,Mostly Nuclear
FEM1B,Mostly Cytosolic
FEZ2,Mostly Cytosolic
FGD6,Mostly Cytosolic
FGGY,Mostly Cytosolic
FHL1,Mostly Cytosolic
FHL3,Mostly Cytosolic
FIGNL1,Mostly Cytosolic
FKBPL,Mostly Cytosolic
FLYWCH1,Mostly Nuclear
FN3KRP,Mostly Cytosolic
FNBP1,Mostly Cytosolic
FNBP4,Mostly Nuclear
FNIP1,Mostly Cytosolic
FNTA,Mostly Cytosolic
FNTB,Mostly Cytosolic
FOS,Mostly Nuclear
FOSB,Mostly Nuclear
FOSL1,Mostly Nuclear
FOSL2,Mostly Nuclear
FOXA1,Mostly Nuclear
FOXC1,Mostly Nuclear
FOXC2,Mostly Nuclear
FOXL2,Mostly Nuclear
FOXO1,Mostly Cytosolic
FOXP1,Mostly Nuclear
FPGT,Mostly Cytosolic
FRYL,Mostly Cytosolic
FTO,Mostly Cytosolic
FCSK,Mostly Cytosolic
FYCO1,Mostly Cytosolic
FYTTD1,Mostly Nuclear
G2E3,Mostly Nuclear
GAB1,Mostly Cytosolic
GAB2,Mostly Cytosolic
GALE,Mostly Cytosolic
GALK1,Mostly Cytosolic
GALK2,Mostly Cytosolic
GALM,Mostly Cytosolic
GALT,Mostly Cytosolic
GAMT,Mostly Cytosolic
GAN,Mostly Cytosolic
GANC,Mostly Cytosolic
GATA2,Mostly Nuclear
GATA6,Mostly Nuclear
GATAD1,Mostly Nuclear
GATAD2A,Mostly Nuclear
CASTOR2,Mostly Cytosolic
GBF1,Mostly Cytosolic
GCA,Mostly Cytosolic
GCFC2,Mostly Cytosolic
GCHFR,Mostly Cytosolic
GCLC,Mostly Cytosolic
GDI1,Mostly Cytosolic
GDPGP1,Mostly Cytosolic
GFPT2,Mostly Cytosolic
GGA1,Mostly Cytosolic
GGA2,Mostly Cytosolic
GGA3,Mostly Cytosolic
GGPS1,Mostly Cytosolic
GID4,Mostly Cytosolic
GIGYF1,Mostly Cytosolic
GINS1,Mostly Cytosolic
GINS2,Mostly Cytosolic
GINS3,Mostly Cytosolic
GINS4,Mostly Cytosolic
GIPC3,Mostly Cytosolic
GLCCI1,Mostly Cytosolic
GLIS2,Mostly Nuclear
GLTP,Mostly Cytosolic
BICRAL,Mostly Nuclear
GLUL,Mostly Cytosolic
GLYR1,Mostly Nuclear
GMCL1,Mostly Nuclear
GMEB1,Mostly Nuclear
GMEB2,Mostly Nuclear
GMPPB,Mostly Cytosolic
GNB5,Mostly Cytosolic
GNPDA2,Mostly Cytosolic
GON4L,Mostly Nuclear
GPANK1,Mostly Nuclear
GPATCH1,Mostly Nuclear
GPATCH2,Mostly Cytosolic
GPATCH2L,Mostly Cytosolic
GPCPD1,Mostly Cytosolic
GPD1,Mostly Cytosolic
GPHN,Mostly Cytosolic
GPN2,Mostly Cytosolic
GPN3,Mostly Cytosolic
GPSM1,Mostly Cytosolic
GPSM2,Mostly Cytosolic
GRAMD1C,Mostly Nuclear
GREB1L,Mostly Cytosolic
GSDMD,Mostly Cytosolic
HASPIN,Mostly Nuclear
GSKIP,Mostly Cytosolic
GSTCD,Mostly Cytosolic
GSTM4,Mostly Cytosolic
GSTT1,Mostly Cytosolic
GSTT2B,Mostly Cytosolic
GTF2A1,Mostly Cytosolic
GTF2A2,Mostly Cytosolic
GTF2IRD1,Mostly Nuclear
GTF3A,Mostly Cytosolic
GTF3C6,Mostly Nuclear
GZF1,Mostly Nuclear
H1-0,Mostly Nuclear
H2AX,Mostly Nuclear
H3-3A,Mostly Nuclear
HAGHL,Mostly Cytosolic
HBP1,Mostly Nuclear
HCFC1,Mostly Nuclear
HCFC2,Mostly Nuclear
HDAC4,Mostly Cytosolic
HDAC6,Mostly Cytosolic
HDAC8,Mostly Cytosolic
HDDC2,Mostly Cytosolic
HDDC3,Mostly Cytosolic
HDGF,Mostly Cytosolic
PUDP,Mostly Cytosolic
HDHD2,Mostly Cytosolic
HEATR3,Mostly Cytosolic
HEBP2,Mostly Cytosolic
HELB,Mostly Cytosolic
HENMT1,Mostly Cytosolic
HERC1,Mostly Cytosolic
HES1,Mostly Nuclear
HEXIM2,Mostly Cytosolic
HIF1AN,Mostly Cytosolic
HIRA,Mostly Nuclear
H2AC11,Mostly Nuclear
H2BC4,Mostly Nuclear
H2BC11,Mostly Nuclear
H2BC13,Mostly Nuclear
H3C1,Mostly Nuclear
HLCS,Mostly Cytosolic
HMGA1,Mostly Nuclear
HMGN3,Mostly Nuclear
HMGN4,Mostly Nuclear
HMGXB3,Mostly Nuclear
HMGXB4,Mostly Nuclear
HNMT,Mostly Cytosolic
HNRNPA3,Mostly Nuclear
HNRNPC,Mostly Nuclear
HOOK1,Mostly Cytosolic
HOOK2,Mostly Cytosolic
HOXB7,Mostly Nuclear
HOXC10,Mostly Nuclear
HOXC11,Mostly Nuclear
HOXC13,Mostly Nuclear
HOXC9,Mostly Nuclear
HOXD11,Mostly Nuclear
HPS4,Mostly Cytosolic
HS1BP3,Mostly Cytosolic
HSF1,Mostly Cytosolic
HSF2,Mostly Nuclear
HSP90AB4P,Mostly Cytosolic
HSPB7,Mostly Cytosolic
HSPB8,Mostly Cytosolic
HSPBAP1,Mostly Cytosolic
HTT,Mostly Cytosolic
HYI,Mostly Cytosolic
HYKK,Mostly Cytosolic
IAH1,Mostly Cytosolic
ICE1,Mostly Nuclear
ICE2,Mostly Nuclear
ID3,Mostly Cytosolic
IFIH1,Mostly Cytosolic
IFIT2,Mostly Cytosolic
IFIT5,Mostly Cytosolic
IFT22,Mostly Cytosolic
IFT27,Mostly Cytosolic
IFT74,Mostly Cytosolic
IKBKB,Mostly Cytosolic
IKBKG,Mostly Cytosolic
IKZF5,Mostly Nuclear
IMP4,Mostly Nuclear
IMPACT,Mostly Cytosolic
INCENP,Mostly Nuclear
ING1,Mostly Nuclear
ING2,Mostly Nuclear
ING3,Mostly Nuclear
ING4,Mostly Nuclear
INO80,Mostly Nuclear
INO80B,Mostly Nuclear
INO80D,Mostly Nuclear
INO80E,Mostly Nuclear
INPP1,Mostly Cytosolic
INPP4A,Mostly Cytosolic
INPP5B,Mostly Cytosolic
INPP5F,Mostly Cytosolic
INTS10,Mostly Nuclear
INTS2,Mostly Nuclear
INTS4,Mostly Nuclear
INTS5,Mostly Nuclear
INTS6,Mostly Nuclear
INTS8,Mostly Nuclear
INTS9,Mostly Nuclear
IP6K1,Mostly Cytosolic
IPO13,Mostly Cytosolic
IPP,Mostly Cytosolic
IQCE,Mostly Cytosolic
IQSEC1,Mostly Cytosolic
IRAK1,Mostly Cytosolic
IRAK4,Mostly Cytosolic
IRF2,Mostly Nuclear
IRF3,Mostly Cytosolic
IRGQ,Mostly Cytosolic
IRX5,Mostly Cytosolic
ITFG2,Mostly Cytosolic
ITGB3BP,Mostly Nuclear
ITPKC,Mostly Cytosolic
IVNS1ABP,Mostly Cytosolic
JADE1,Mostly Nuclear
JADE2,Mostly Nuclear
JARID2,Mostly Nuclear
JAZF1,Mostly Nuclear
JDP2,Mostly Nuclear
JMJD1C,Mostly Nuclear
JMJD4,Mostly Cytosolic
JMJD6,Mostly Cytosolic
JMY,Mostly Cytosolic
JRKL,Mostly Nuclear
JUN,Mostly Nuclear
JUNB,Mostly Nuclear
JUND,Mostly Nuclear
KANSL1,Mostly Nuclear
KANSL2,Mostly Nuclear
KANSL3,Mostly Nuclear
KAT5,Mostly Nuclear
KAT6A,Mostly Nuclear
KAT7,Mostly Nuclear
KAT8,Mostly Nuclear
KATNAL1,Mostly Cytosolic
KATNAL2,Mostly Cytosolic
KBTBD2,Mostly Cytosolic
KBTBD4,Mostly Cytosolic
KBTBD6,Mostly Cytosolic
KBTBD7,Mostly Cytosolic
KCTD12,Mostly Cytosolic
KCTD21,Mostly Cytosolic
KCTD7,Mostly Cytosolic
KCTD9,Mostly Cytosolic
KDM1B,Mostly Nuclear
KDM2A,Mostly Nuclear
KDM4B,Mostly Nuclear
KDM4D,Mostly Nuclear
KDM5A,Mostly Nuclear
KDM5B,Mostly Nuclear
KDM5C,Mostly Cytosolic
KDM8,Mostly Cytosolic
KHK,Mostly Cytosolic
KIAA1143,Mostly Cytosolic
RELCH,Mostly Cytosolic
CIP2A,Mostly Cytosolic
RESF1,Mostly Nuclear
KIAA1586,Mostly Nuclear
KIF13A,Mostly Cytosolic
KIF15,Mostly Cytosolic
KIF18A,Mostly Nuclear
KIF18B,Mostly Nuclear
KIF3A,Mostly Cytosolic
KIFAP3,Mostly Cytosolic
KLC3,Mostly Cytosolic
KLC4,Mostly Cytosolic
KLF10,Mostly Nuclear
KLF12,Mostly Nuclear
KLF13,Mostly Nuclear
KLF3,Mostly Nuclear
KLF4,Mostly Nuclear
KLF5,Mostly Nuclear
KLHDC10,Mostly Cytosolic
KLHDC2,Mostly Cytosolic
KLHDC3,Mostly Cytosolic
KLHL11,Mostly Cytosolic
KLHL15,Mostly Nuclear
KLHL21,Mostly Cytosolic
KLHL22,Mostly Cytosolic
KLHL26,Mostly Cytosolic
KLHL42,Mostly Cytosolic
KLHL5,Mostly Cytosolic
KMT2A,Mostly Nuclear
KMT2B,Mostly Nuclear
KMT2D,Mostly Nuclear
KPTN,Mostly Cytosolic
KRCC1,Mostly Nuclear
KSR1,Mostly Cytosolic
L3HYPDH,Mostly Cytosolic
LACC1,Mostly Cytosolic
LAGE3,Mostly Cytosolic
LCMT1,Mostly Cytosolic
LCOR,Mostly Nuclear
LCORL,Mostly Nuclear
RTL6,Mostly Cytosolic
LENG8,Mostly Nuclear
LGALSL,Mostly Cytosolic
LHPP,Mostly Cytosolic
LIG4,Mostly Cytosolic
LIMD1,Mostly Cytosolic
LIMK1,Mostly Cytosolic
LIN37,Mostly Nuclear
LIN52,Mostly Nuclear
LIN54,Mostly Nuclear
LIN9,Mostly Nuclear
LMNA,Mostly Nuclear
LNX2,Mostly Cytosolic
LPIN1,Mostly Cytosolic
LPIN2,Mostly Cytosolic
LPIN3,Mostly Cytosolic
LRBA,Mostly Cytosolic
LRIF1,Mostly Nuclear
LRRC14,Mostly Cytosolic
LRRC20,Mostly Cytosolic
LRRC42,Mostly Cytosolic
LRRC45,Mostly Cytosolic
LRSAM1,Mostly Cytosolic
LRWD1,Mostly Nuclear
LXN,Mostly Cytosolic
LYSMD1,Mostly Cytosolic
LYSMD2,Mostly Cytosolic
LZIC,Mostly Cytosolic
LZTFL1,Mostly Cytosolic
MAD2L1BP,Mostly Cytosolic
MAF1,Mostly Cytosolic
MAFF,Mostly Nuclear
MAFG,Mostly Nuclear
MAFK,Mostly Nuclear
MAGEA12,Mostly Cytosolic
MAGEA3,Mostly Cytosolic
MAGEA6,Mostly Cytosolic
MAK16,Mostly Nuclear
MALT1,Mostly Cytosolic
MAMLD1,Mostly Cytosolic
MAP2K4,Mostly Cytosolic
MAP2K5,Mostly Cytosolic
MAP3K2,Mostly Cytosolic
MAPK11,Mostly Cytosolic
MAPK1IP1L,Mostly Cytosolic
MAPK7,Mostly Cytosolic
MAPK8,Mostly Cytosolic
MAPK8IP3,Mostly Cytosolic
MAPK9,Mostly Cytosolic
MAPKAPK2,Mostly Cytosolic
MAPKAPK3,Mostly Cytosolic
MAPKAPK5,Mostly Cytosolic
MAPRE2,Mostly Cytosolic
MASTL,Mostly Cytosolic
MAT2B,Mostly Cytosolic
MATR3,Mostly Nuclear
MAU2,Mostly Nuclear
MAX,Mostly Nuclear
MB,Mostly Cytosolic
MB21D2,Mostly Cytosolic
MBD1,Mostly Nuclear
MBD2,Mostly Nuclear
MBD3,Mostly Nuclear
MBD4,Mostly Nuclear
MBD6,Mostly Nuclear
MBIP,Mostly Nuclear
MBTD1,Mostly Nuclear
MBTPS2,Mostly Nuclear
MCM10,Mostly Nuclear
MCM3AP,Mostly Nuclear
MCM9,Mostly Nuclear
MCMBP,Mostly Cytosolic
MCRS1,Mostly Nuclear
MDM4,Mostly Cytosolic
MEA1,Mostly Cytosolic
MEAF6,Mostly Nuclear
MECP2,Mostly Nuclear
MED11,Mostly Nuclear
MED12,Mostly Nuclear
MED13,Mostly Nuclear
MED13L,Mostly Nuclear
MED19,Mostly Nuclear
MED28,Mostly Nuclear
MED7,Mostly Nuclear
MED9,Mostly Nuclear
MEIS2,Mostly Nuclear
MEMO1,Mostly Cytosolic
MEN1,Mostly Nuclear
MEOX1,Mostly Nuclear
METTL1,Mostly Cytosolic
EEF1AKMT2,Mostly Cytosolic
METTL18,Mostly Nuclear
METTL21A,Mostly Cytosolic
METTL25,Mostly Cytosolic
METTL2A,Mostly Cytosolic
MEX3C,Mostly Cytosolic
SLC49A3,Mostly Cytosolic
MFSD9,Mostly Nuclear
MGA,Mostly Nuclear
OGA,Mostly Cytosolic
MGLL,Mostly Cytosolic
MID1IP1,Mostly Cytosolic
MIEN1,Mostly Cytosolic
MIER2,Mostly Nuclear
MIER3,Mostly Cytosolic
MIS12,Mostly Nuclear
MIS18BP1,Mostly Nuclear
MRTFA,Mostly Cytosolic
MRTFB,Mostly Cytosolic
MKLN1,Mostly Cytosolic
MKNK1,Mostly Cytosolic
MKNK2,Mostly Cytosolic
MLH3,Mostly Nuclear
MAP3K21,Mostly Cytosolic
MLLT3,Mostly Nuclear
MLLT6,Mostly Nuclear
MMACHC,Mostly Cytosolic
MND1,Mostly Nuclear
MNX1,Mostly Cytosolic
MOB2,Mostly Cytosolic
MOB3A,Mostly Cytosolic
MOB3B,Mostly Cytosolic
MOCS2,Mostly Cytosolic
MOCS2,Mostly Cytosolic
MOCS3,Mostly Cytosolic
MORC3,Mostly Nuclear
MPHOSPH8,Mostly Nuclear
MPI,Mostly Cytosolic
MPND,Mostly Nuclear
MSL1,Mostly Nuclear
MSL2,Mostly Nuclear
MSL3,Mostly Nuclear
MSTO1,Mostly Cytosolic
MT1X,Mostly Cytosolic
MTA1,Mostly Nuclear
MTA1,Mostly Nuclear
MTA3,Mostly Nuclear
MTBP,Mostly Nuclear
MTF1,Mostly Cytosolic
MTF2,Mostly Nuclear
MTHFR,Mostly Cytosolic
MTMR14,Mostly Cytosolic
MTMR3,Mostly Cytosolic
MTR,Mostly Cytosolic
PWWP3A,Mostly Nuclear
MYBL1,Mostly Nuclear
MYBL2,Mostly Nuclear
MYC,Mostly Nuclear
MYH7B,Mostly Cytosolic
MYNN,Mostly Nuclear
MYO6,Mostly Cytosolic
MYO9A,Mostly Cytosolic
MYSM1,Mostly Nuclear
N4BP1,Mostly Cytosolic
N4BP2L2,Mostly Nuclear
N6AMT1,Mostly Cytosolic
EEF1AKMT1,Mostly Cytosolic
NAB1,Mostly Nuclear
NACC1,Mostly Cytosolic
NADK,Mostly Cytosolic
NADSYN1,Mostly Cytosolic
NAGK,Mostly Cytosolic
NAIF1,Mostly Nuclear
NANP,Mostly Cytosolic
NAP1L1,Mostly Cytosolic
NARF,Mostly Cytosolic
CIAO3,Mostly Cytosolic
NASP,Mostly Cytosolic
NAT1,Mostly Cytosolic
NAA80,Mostly Cytosolic
NAT9,Mostly Cytosolic
NCKIPSD,Mostly Cytosolic
NCOA2,Mostly Cytosolic
NCOA6,Mostly Nuclear
NSMCE3,Mostly Nuclear
NDOR1,Mostly Cytosolic
NECAB3,Mostly Cytosolic
NEDD4L,Mostly Cytosolic
NEDD9,Mostly Cytosolic
NEK3,Mostly Cytosolic
NEK6,Mostly Cytosolic
NFAT5,Mostly Cytosolic
NFATC2,Mostly Nuclear
NFATC2IP,Mostly Cytosolic
NFATC3,Mostly Cytosolic
NFE2L2,Mostly Nuclear
NFIA,Mostly Nuclear
NFIB,Mostly Nuclear
NFIB,Mostly Nuclear
NFIC,Mostly Nuclear
NFIL3,Mostly Nuclear
NFIX,Mostly Nuclear
NFKB1,Mostly Cytosolic
NFKBIA,Mostly Cytosolic
NFKBIB,Mostly Cytosolic
NFKBIE,Mostly Cytosolic
NFKBIL1,Mostly Nuclear
NFRKB,Mostly Nuclear
NHLRC2,Mostly Cytosolic
NKIRAS1,Mostly Cytosolic
NMRK1,Mostly Cytosolic
RIOX1,Mostly Nuclear
NOL3,Mostly Cytosolic
NOL4L,Mostly Nuclear
NOM1,Mostly Nuclear
NPAT,Mostly Nuclear
NPRL3,Mostly Cytosolic
NR1H2,Mostly Nuclear
NR2C1,Mostly Nuclear
NR2C2,Mostly Nuclear
NR2C2AP,Mostly Cytosolic
NR2F1,Mostly Nuclear
NR2F2,Mostly Nuclear
NR2F6,Mostly Nuclear
NRBP1,Mostly Cytosolic
NRBP2,Mostly Cytosolic
NRGN,Mostly Cytosolic
NRM,Mostly Nuclear
NSD1,Mostly Nuclear
NSMAF,Mostly Cytosolic
NSMCE1,Mostly Nuclear
NSMCE4A,Mostly Nuclear
NT5C3B,Mostly Cytosolic
NTAN1,Mostly Cytosolic
NUB1,Mostly Cytosolic
NUBP2,Mostly Cytosolic
NUDCD2,Mostly Cytosolic
NUDCD3,Mostly Cytosolic
NUDT15,Mostly Cytosolic
NUDT2,Mostly Cytosolic
NUDT3,Mostly Cytosolic
NUMA1,Mostly Nuclear
NUSAP1,Mostly Nuclear
NXN,Mostly Cytosolic
ODC1,Mostly Cytosolic
OGFOD2,Mostly Cytosolic
OGFRL1,Mostly Cytosolic
OPLAH,Mostly Cytosolic
OPTN,Mostly Cytosolic
ORC1,Mostly Nuclear
ORC2,Mostly Nuclear
ORC3,Mostly Nuclear
OSBP2,Mostly Cytosolic
OSBPL1A,Mostly Cytosolic
OSBPL2,Mostly Cytosolic
OSGEP,Mostly Cytosolic
OTUD5,Mostly Cytosolic
OTULIN,Mostly Cytosolic
OTX1,Mostly Nuclear
OXR1,Mostly Cytosolic
PAAF1,Mostly Cytosolic
PAFAH1B2,Mostly Cytosolic
PAGE1,Mostly Cytosolic
PAGR1,Mostly Nuclear
PAK1,Mostly Cytosolic
PALB2,Mostly Nuclear
PANK1,Mostly Cytosolic
PANK2,Mostly Cytosolic
PANK3,Mostly Cytosolic
PANK4,Mostly Cytosolic
TENT2,Mostly Nuclear
TENT4B,Mostly Nuclear
PAPSS1,Mostly Cytosolic
PAQR4,Mostly Cytosolic
PARD6B,Mostly Cytosolic
PARP10,Mostly Cytosolic
PARP4,Mostly Cytosolic
PASD1,Mostly Nuclear
PASK,Mostly Cytosolic
PATZ1,Mostly Nuclear
PAX6,Mostly Nuclear
PAXIP1,Mostly Nuclear
PBLD,Mostly Cytosolic
PBRM1,Mostly Nuclear
PBX1,Mostly Nuclear
PBX2,Mostly Nuclear
PCBD1,Mostly Cytosolic
PCGF1,Mostly Nuclear
PCGF2,Mostly Nuclear
PCMTD1,Mostly Cytosolic
PCTP,Mostly Cytosolic
PCYT2,Mostly Cytosolic
PDCL,Mostly Cytosolic
PDE1A,Mostly Cytosolic
PDE2A,Mostly Cytosolic
PDE4A,Mostly Cytosolic
PDE4D,Mostly Cytosolic
PDE4DIP,Mostly Cytosolic
PDE6D,Mostly Cytosolic
PDLIM2,Mostly Cytosolic
PDXP,Mostly Cytosolic
PEA15,Mostly Cytosolic
PEF1,Mostly Cytosolic
PEPD,Mostly Cytosolic
PER1,Mostly Nuclear
PES1,Mostly Nuclear
PFKFB3,Mostly Cytosolic
PFKFB4,Mostly Cytosolic
PFN2,Mostly Cytosolic
PFN2,Mostly Cytosolic
PGBD1,Mostly Cytosolic
PGBD3,Mostly Nuclear
PGGT1B,Mostly Cytosolic
PGK2,Mostly Cytosolic
PGM2L1,Mostly Cytosolic
PHC1,Mostly Nuclear
PHC2,Mostly Nuclear
PHC3,Mostly Nuclear
PHF1,Mostly Nuclear
PHF12,Mostly Nuclear
PHF14,Mostly Nuclear
PHF19,Mostly Nuclear
PHF2,Mostly Nuclear
PHF20,Mostly Nuclear
PHF20L1,Mostly Nuclear
PHF21A,Mostly Nuclear
PHF8,Mostly Nuclear
PHIP,Mostly Nuclear
PHKA2,Mostly Cytosolic
PHKB,Mostly Cytosolic
PHKG2,Mostly Cytosolic
PHLPP1,Mostly Cytosolic
PHLPP2,Mostly Cytosolic
PHRF1,Mostly Nuclear
PHYHD1,Mostly Cytosolic
PIAS1,Mostly Nuclear
PIAS4,Mostly Nuclear
PIK3CA,Mostly Cytosolic
PIK3CD,Mostly Cytosolic
PIK3R3,Mostly Cytosolic
PIKFYVE,Mostly Cytosolic
PITHD1,Mostly Cytosolic
PITPNC1,Mostly Cytosolic
PJA2,Mostly Cytosolic
PKM,Mostly Cytosolic
PKNOX1,Mostly Nuclear
PLAAT3,Mostly Cytosolic
PLCB2,Mostly Cytosolic
PLCG1,Mostly Cytosolic
PLCG1,Mostly Cytosolic
PLEKHF1,Mostly Cytosolic
PLEKHF2,Mostly Cytosolic
PLEKHG2,Mostly Cytosolic
PLEKHM2,Mostly Cytosolic
PLEKHO2,Mostly Cytosolic
PM20D2,Mostly Cytosolic
PML,Mostly Cytosolic
PMM1,Mostly Cytosolic
PMVK,Mostly Cytosolic
PNKP,Mostly Nuclear
PNPLA2,Mostly Cytosolic
PNPO,Mostly Cytosolic
POGK,Mostly Cytosolic
POGZ,Mostly Nuclear
POLA2,Mostly Cytosolic
POLE4,Mostly Cytosolic
POLR2M,Mostly Cytosolic
POLR2M,Mostly Cytosolic
POLR3C,Mostly Cytosolic
POLR3G,Mostly Cytosolic
POLR3H,Mostly Cytosolic
POLR3K,Mostly Cytosolic
POM121,Mostly Nuclear
POM121C,Mostly Nuclear
POMP,Mostly Cytosolic
POU2F1,Mostly Nuclear
PPCDC,Mostly Cytosolic
PPCS,Mostly Cytosolic
PPHLN1,Mostly Nuclear
PPHLN1,Mostly Nuclear
PPIA,Mostly Cytosolic
PPIP5K1,Mostly Cytosolic
PPM1A,Mostly Cytosolic
PPM1B,Mostly Cytosolic
PPM1F,Mostly Cytosolic
PPP1R11,Mostly Cytosolic
PPP1R14B,Mostly Cytosolic
PPP1R26,Mostly Nuclear
PPP1R3D,Mostly Cytosolic
PPP2R2D,Mostly Cytosolic
PPP2R3A,Mostly Cytosolic
PPP2R3B,Mostly Cytosolic
PTPA,Mostly Cytosolic
PPP3CB,Mostly Cytosolic
PPP3CC,Mostly Cytosolic
PPP4C,Mostly Cytosolic
PPP4R1,Mostly Cytosolic
PPP4R2,Mostly Cytosolic
PPP6R2,Mostly Cytosolic
PRC1,Mostly Nuclear
PRDM10,Mostly Nuclear
PRDM2,Mostly Nuclear
PREX1,Mostly Cytosolic
PRKAB1,Mostly Cytosolic
PRKAB2,Mostly Cytosolic
PRKAR1B,Mostly Cytosolic
PRKCA,Mostly Cytosolic
PRKCE,Mostly Cytosolic
PRKCZ,Mostly Cytosolic
PRKX,Mostly Cytosolic
PRMT1,Mostly Cytosolic
PRMT6,Mostly Cytosolic
PRMT7,Mostly Cytosolic
PRMT9,Mostly Cytosolic
PRPF18,Mostly Nuclear
PRPF39,Mostly Cytosolic
PRPF40A,Mostly Nuclear
PRR12,Mostly Nuclear
PRR14,Mostly Nuclear
PRR3,Mostly Nuclear
PRRX2,Mostly Nuclear
PRTFDC1,Mostly Cytosolic
PRUNE1,Mostly Cytosolic
PSIP1,Mostly Nuclear
PSMB10,Mostly Cytosolic
PSMB9,Mostly Cytosolic
PSMC3IP,Mostly Nuclear
PSMF1,Mostly Cytosolic
PSMG3,Mostly Cytosolic
PSMG4,Mostly Cytosolic
PTAR1,Mostly Cytosolic
PTEN,Mostly Cytosolic
PTER,Mostly Cytosolic
PTGR2,Mostly Cytosolic
PTK2B,Mostly Cytosolic
PTOV1,Mostly Cytosolic
PTS,Mostly Cytosolic
PUS3,Mostly Cytosolic
PUS7L,Mostly Cytosolic
PWWP2A,Mostly Nuclear
PXDC1,Mostly Cytosolic
PYROXD1,Mostly Cytosolic
QKI,Mostly Nuclear
QPRT,Mostly Cytosolic
QSER1,Mostly Nuclear
R3HCC1,Mostly Cytosolic
R3HCC1L,Mostly Cytosolic
RAB28,Mostly Cytosolic
RAB3IL1,Mostly Cytosolic
RAB3IP,Mostly Cytosolic
RAB40C,Mostly Cytosolic
RABEP1,Mostly Cytosolic
RABEP2,Mostly Cytosolic
RABEPK,Mostly Cytosolic
RABGAP1,Mostly Cytosolic
RABGAP1L,Mostly Cytosolic
RABGAP1L,Mostly Cytosolic
RABGEF1,Mostly Cytosolic
RABGGTA,Mostly Cytosolic
RABIF,Mostly Cytosolic
RABL2B,Mostly Cytosolic
RABL6,Mostly Cytosolic
RAD54L,Mostly Nuclear
RAD9A,Mostly Cytosolic
RAF1,Mostly Cytosolic
RAI1,Mostly Nuclear
RALGPS2,Mostly Cytosolic
RANBP10,Mostly Cytosolic
RANBP6,Mostly Cytosolic
RANGRF,Mostly Cytosolic
RAP1GAP,Mostly Cytosolic
RAP1GAP2,Mostly Cytosolic
RAP1GDS1,Mostly Cytosolic
RAP1GDS1,Mostly Cytosolic
RAPGEF1,Mostly Cytosolic
RAPGEF2,Mostly Cytosolic
RAPGEF6,Mostly Cytosolic
RARA,Mostly Nuclear
RARG,Mostly Nuclear
RASA1,Mostly Cytosolic
RASIP1,Mostly Cytosolic
RASSF5,Mostly Cytosolic
RASSF7,Mostly Cytosolic
RBBP5,Mostly Nuclear
RBBP8,Mostly Nuclear
RBBP9,Mostly Cytosolic
RBCK1,Mostly Cytosolic
RBKS,Mostly Cytosolic
RBM10,Mostly Nuclear
RBM12B,Mostly Nuclear
RBM15B,Mostly Nuclear
RBM45,Mostly Nuclear
RBM4B,Mostly Nuclear
RBPJ,Mostly Nuclear
RCCD1,Mostly Cytosolic
RCHY1,Mostly Cytosolic
RCOR3,Mostly Nuclear
RECQL4,Mostly Cytosolic
REL,Mostly Cytosolic
RELB,Mostly Cytosolic
REPS2,Mostly Cytosolic
REST,Mostly Nuclear
REXO1,Mostly Nuclear
REXO2,Mostly Cytosolic
RFK,Mostly Cytosolic
RFWD3,Mostly Cytosolic
RFX1,Mostly Nuclear
RFX7,Mostly Nuclear
RFXAP,Mostly Nuclear
RGP1,Mostly Cytosolic
RGPD1,Mostly Nuclear
RGS10,Mostly Cytosolic
RHPN2,Mostly Cytosolic
RIC1,Mostly Cytosolic
RIC8A,Mostly Cytosolic
RIC8B,Mostly Cytosolic
RILP,Mostly Cytosolic
RILPL1,Mostly Cytosolic
RIMKLB,Mostly Cytosolic
RIN1,Mostly Cytosolic
RING1,Mostly Nuclear
RIOK3,Mostly Cytosolic
RIPK1,Mostly Cytosolic
RIPK2,Mostly Cytosolic
RLF,Mostly Nuclear
RLIM,Mostly Nuclear
RMI1,Mostly Nuclear
RNF113A,Mostly Cytosolic
RNF115,Mostly Cytosolic
RNF123,Mostly Cytosolic
RNF126,Mostly Cytosolic
RNF135,Mostly Cytosolic
RNF14,Mostly Cytosolic
RNF141,Mostly Cytosolic
RNF146,Mostly Cytosolic
RNF169,Mostly Nuclear
RNF181,Mostly Cytosolic
RNF187,Mostly Cytosolic
RNF2,Mostly Nuclear
RNF216,Mostly Cytosolic
RNF31,Mostly Cytosolic
RNF34,Mostly Cytosolic
RNF6,Mostly Nuclear
RNF7,Mostly Cytosolic
RNPC3,Mostly Nuclear
ROGDI,Mostly Cytosolic
RPAP1,Mostly Cytosolic
RPE,Mostly Cytosolic
RPGR,Mostly Cytosolic
RPGRIP1L,Mostly Cytosolic
RPIA,Mostly Cytosolic
RPP21,Mostly Cytosolic
RPS6KA5,Mostly Cytosolic
RPS6KB1,Mostly Cytosolic
RPS6KC1,Mostly Cytosolic
RPUSD1,Mostly Cytosolic
RREB1,Mostly Nuclear
RRM2B,Mostly Cytosolic
METTL25B,Mostly Cytosolic
RSBN1,Mostly Nuclear
RTKN,Mostly Cytosolic
RUNDC1,Mostly Cytosolic
RUSC2,Mostly Cytosolic
